COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
0;MC454-80;Simulação de Sistemas de Produção;Teórica;80;"Árvores de Decisão. Cadeias de Markov, processo de decisão Markoviano. Teoria de Filas. Introdução à Simulação: conceitos, aplicações de simulação na indústria e nos serviços, softwares de simulação. Projeto de Simulação: tratamento dos dados; modela"
88573;308057048;Materiais de Construção Civil;Prática;40;"Ciência dos materiais; características dos materiais utilizados na construção civil - cerâmicos, plásticos, vidros, metais, tintas e materiais betuminosos. Agregados e aglomerantes. Argamassas. Concreto - dosagem empírica e experimental do concreto. "
100039;AU162-120;Trabalho de Conclusão de Curso I;Teórica;120;O Trabalho de Conclusão de Curso I consiste na realização de um trabalho acadêmico individual, de caráter projetual, obrigatoriamente relacionado com as atribuições profissionais, que expresse os conhecimentos adquiridos pelo graduando durante o Curs
96355;CCT1061-40;Contabilidade Para Pequenas e Médias Empresas;Teórica;40;Justificativa para criação de modelo contábil diferenciado para a microempresa de pequeno porte. Alcance da Interpretação ITG 1000. Carta de Responsabilidade da Administração. Glossário de termos utilizados na Interpretação ITG 1000. Forma de escritu
88419;304055056;Estágio Supervisionado em Atenção Hospitalar;Estágio Supervisionado - Saúde;350;"Estabelecimento de relação teórico-prática da gestão e assistência de Enfermagem no cenário hospitalar. Planejamento, execução e avaliação da assistência de enfermagem ao indivíduo nos serviços hospitalares públicos e privados de saúde.""""88419"
94232;CCT1059-80;Contabilidade Aplicada Ao Setor Público;Teórica;80;Estrutura do Estado e Administração Pública. Campo de Atuação da Contabilidade Pública. Plano Plurianual. Lei de Diretrizes Orçamentária. Lei Orçamentária Anual. Receita Pública. Estágios da Receita Pública. Despesa Pública. Estágios da Despesa Públi
46489;306095004;Inglês Técnico;Teórica;40;"Specific vocabulary, inglês básico, fundamentos gramaticais, estratégias de vocabulário, de leitura, compreensão de textos de manuais técnicos aeronáuticos. """"46488"
54678;100032037;Clínica Psicanalítica I;Teórica;80;"Fundamentos teóricos e metodológicos da clínica em psicanálise; a questão do inconsciente atrelada às estruturas clínicas: neurose, psicose e perversão; a noção de sujeito na relação dialética com a cultura que se funda sobre um mal-estar radical; tr"
85504;312000171;Administração Mercadológica;Ensino a Distância;40;Fundamentos e Evolução do Marketing. O papel do marketing nas organizações e nasociedade. Visão geral da Administração de Marketing. Ambiente de Marketing, Matriz SWOT,Mix de Marketing (visão clássica e visão contemporânea). Comportamento do Consum
95607;MC443-40;Projeto Integrado III;Teórica;40;"Trabalho teorico-prático supervisionado, envolvendo as disciplinas do 5º ao 7º períodos.""""100503"
100503;ADM2055-220;Estágio Supervisionado II;Teórica;40;"Relacionamento interpessoal; cooperação; senso de responsabilidade, assiduidade e disciplina; precessos organizacionais; criatividade; capacidade de organização; métodos de trabalho.""""46493"
46493;306095008;Projeto Aplicado a Formação Básica em Mecânica de Aeronaves;Teórica;40;"Distinção entre ciência e tecnologia. O que é método científico - o paradigma da racionalidade cartesiano, associado à exigência de experimentação; o que é problema e tema para um trabalho em nível universitário. Normas básicas de elaboração de traba"
67428;308060039;Fenômenos de Transporte;Teórica;80;"Mecânica dos fluidos; regimes de escoamento, escoamento em dutos e bombas. Transferência de calor. Transferência de massa.""""99101"
59484;502018036;Diagnóstico por Imagem;Prática;40;Estudo da história e dos princípios físicos da radiologia e da ultra-sonografia. Descrição da realização de exames radiográficos e ultra-sonográficos dos diversos sistemas. Nomenclatura radiográfica e ultra-sonográfica. Princípios da ultra-sonografia
65766;306007049;Projeto Aplicado - Inovar I;Estudos Autônomos;80;Experiências para promover o engajamento dos alunos na criação de negócios tendo como elementos essenciais o comportamento empreendedor e a experimentação de uma jornada empreendedora. Vivência de um ambiente de empreendedorismo de impacto e de engaj
97067;IN327-80;Sistemas Embarcados II;Teórica;80;"Desenvolvimento de software para sistemas embarcados. Ferramentas de desenvolvimento. Interfaces. Implementação de software embarcado usando um hardware específico.""""96951"
101242;VAD764-80;Gerenciamento de Projetos;Ensino a Distância;80;"Administração e Planejamento; Gerenciamento de Projetos PMI/PMBOK; Técnicas & Ferramentas; Softwares aplicativos (PMIS); Gerenciamento de Custos; Gerenciamento de Riscos; Acompanhamento & Encerramento; Fornecedores & Contratos; Aspectos do Projeto."""
97900;AD833-80;Economia e Mercado;Teórica;80;"Noções básicas de economia. Problemas Fundamentais. Aspectos Básicos de Microeconomia: teoria da firma, estruturas de mercado. Macroeconomia: variáveis macroeconômicas, políticas econômicas. Economia Brasileira. Bolsa de valores.""""84533"
84533;101095029;Musculação;Teórica;40;Análise cinesiológica e biomecânica dos exercícios na musculação. Estudo das variáveis que  compõem o programa de treinamento na musculação. Estruturação das montagens e progressões de programas de treinamento coerentes com o planejamento e os objeti
86184;106026084;Estatística e Probabilidade;Teórica;20;"Análise exploratória de dados. Introdução ao Estudo de Probabilidades. Aplicações de Distribuições de Probabilidades. Construção de Intervalos de confiança. Testes de hipótese. Correlação e Regressão. Planejamento de experimentos.""""86184"
88822;408057019;Desenho Arquitetônico;Prática;40;"Conhecimento básico dos meios de expressão e apresentação de projetos de arquitetura e urbanismo e design de interiores: plantas, cortes, fachada e elevações. Conhecimento básico. Normas (ABNT) e convenções.""""88822"
84748;107057026;Contabilidade de Custos;Teórica;80;Classificação dos custos: Diretos e Indiretos, Fixos e Variáveis. Critérios de Avaliação dos Estoques. Custos Indiretos de Fabricação (CIFs). Sistemas de acumulação de custos. Custos da Produção Conjunta. Custeio por Absorção Tradicional. Custeio por
88025;3020700058;Desenvolvimento de Acessórios;Prática;80;História e conceitos no desenvolvimento de acessórios. Pesquisa e levantamento de aviamentos e técnicas (artesanais e industriais). Análise e adequação de materiais disponíveis no mercado. Estabelecimento de relações entre criação de acessório e dire
85568;312000229;Laboratório de Aprendizagem Integrado I;Estudos Autônomos;40;O experimento e a integração dos conhecimentos teóricos e práticos como fonte de aprendizagem significativa e do crescimento individual e coletivo. Estudo e debate dos principais temas contemporâneos de formação geral, articulados às bases teóricas d
97645;CE456-80;Operações Unitárias III;Teórica;80;"Extração sólido-líquido. Extração líquido-líquido. Absorção. Adsorção e troca iônica.""""85625"
85625;800000147;Projeto Interdisciplinar 1B;Prática;40;A disciplina visa a aproximação do aluno com a profissão escolhida, promovendo um trabalho interdisciplinar, traçado a partir de um eixo temático, que engloba todas as disciplinas do semestre, visando o desenvolvimento de habilidades e atitudes relac
96083;AD858-40;Trabalho de Conclusão de Curso I;Teórica;40;"Estrutura do projeto de pesquisa. Elaboração do trabalho acadêmico: fases. Comunicação da Pesquisa: normas para a apresentação escrita. Seminários: Estrutura e funcionamento, componentes, etapas e procedimentos.""""66969"
98663;ADT2087-80;Fundamentos da Administração I;Teórica;80;"Introdução à administração e às organizações; A tomada de decisão em administração; Planejamento e administração estratégia; Organização e desenho estrutural; Direção e pessoas; e Controle do desempenho organizacional. Promoção da interdisciplinarida"
98038;MC565-80;Fenômeno de Transporte Aplicado;Teórica;80;Condução, Convecção e Radiação aplicados à Engenharia Elétrica. Estática dos fluidos, lei da continuidade e equação de Bernoulli, viscosidade, dinâmica de fluidos reais, análise dimensional, movimento irrotacional de fluidos incompressíveis, escoamen
84447;305049034;Gestão de Projetos;Ensino a Distância;60;Fundamentos de gerenciamento de projetos. Gerenciamento do escopo em projetos. Análise de viabilidade de projetos. Gerenciamento do tempo, custos, pessoas, comunicação e riscos em projetos. Negociação e administração de conflitos. Sustentabilidade na
89757;800000622;Biologia Molecular e Biotecnologia;Teórica;40;Princípios da biologia molecular e biotecnologia. Ferramentas e técnicas para a manipulação do material genético. Conceitos de biossegurança.  Conhecimento de bancos de dados referentes á biologia molecular. Técnicas laboratoriais referentes à biolog
67444;308060044;Estatística Aplicada;Prática;40;"Processos de amostragem, ANOVA, análise fatorial, planejamento de experimentos, controle estatístico de processos.""""67444"
91567;308063025;Tópicos Especiais II;Teórica;40;"Engenharia Química - Fundamentos II: Termodinâmica e Engenharia das Reações Químicas.""""103313"
87743;500025008;Práticas de Programação;Prática;40;"Introdução; Estrutura Condicional; Estrutura de repetição; Arrays e funções e procedimentos.""""66394"
101100;CV074-80;Fundações e Obras de Terra;Teórica;80;"Fundações superficiais. Fundações Profundas. Percolação de água nos solos. Tecnologia da compactação dos solos. Aterros rodoviários. Barragens de terra. Elementos de projetos de obras de terra.""""97514"
98163;CE384-80;Estatística I;Ensino a Distância;80;"Distribuições de Freqüência. Medidas Estatísticas. Probabilidade. Variáveis Aleatórias Discretas e Distribuições de Probabilidade. Variáveis Aleatórias Contínuas e Distribuições de Probabilidade. Estimação de Parâmetros. Testes de Hipóteses.""""84105"
89719;106031040;Geologia Geral;Teórica;80;Geologia Histórica (tempo geológico, escala geológica do tempo, método científico).Constituição Interna da Terra ? crosta, manto e núcleo.Tectônica de Placas. Minerais ? classificação sistemática (elementos nativos, óxidos, silicatos, sulfatos, ca
100583;CH257-40;Metodologia da Pesquisa Para Trabalho de Curso;Teórica;40;As pesquisas em Arquitetura e Urbanismo. Do senso comum ao conhecimento científico. A neutralidade e a objetividade científicas. Técnicas de pesquisa, de levantamento de dados e de análise de resultados. Métodos de trabalho na pesquisa científica em 
101775;ADD042-80;Custos e Orçamento Aplicado A Recursos Humanos;Ensino a Distância;80;"Fundamentos e conceitos de custos; princípios de custeio de custos; custeio por absorção integral; custeio variável; sistemas e método de custos: método dos centros de custos, custo padrão, custo baseado em atividade; critérios de avaliação de mão-de"
96312;CJ124-36;Técnicas de Comunicação e Expressão e Linguagem Jurídica;Teórica;36;Aspectos gramaticais: acordo ortográfico, noções de pontuação, concordância, regência e crase. Normalizações: regras de acordo com a redação oficial. - Linguagem jurídica: o vocabulário jurídico, erros de preciosismo, rebuscamento ou coloquialismo, d
84557;304055050;Trabalho de Conclusão de Curso - Orientação;Trabalho de Conclusão de Curso;80;"Normas para planejamento, organização e desenvolvimento do projeto de trabalho de conclusão de curso (TCC).  Condução da pesquisa e comunicação dos resultados nas normas estabelecidas por periódicos científicos.""""93734"
88026;3020700059;Curadoria da Imagem de Moda;Teórica;40;Reflexões sobre imagem de moda e linguagem. Estudo dos componentes da produção de imagem de moda em seus diversos formatos aplicados (editoriais, catálogos, desfiles, consultoria de imagem e figurino entre outros). Compreensão das áreas de atuação do
